Path,Name,Ext,SizeMB,Modified,Hash,Suspicious
C:\Users\Admin\Desktop\RECORDINGS\caro.mp3,caro.mp3,.mp3,299.0,2025-08-30 10:14,,NO
C:\Users\Admin\Desktop\RECORDINGS\dj  giddy sato .mp3,dj  giddy sato .mp3,.mp3,37.77,2025-07-26 10:26,,NO
C:\Users\Admin\Desktop\RECORDINGS\dj gidddy.mp3,dj gidddy.mp3,.mp3,42.98,2025-09-03 19:33,,NO
C:\Users\Admin\Desktop\RECORDINGS\dj giddy .mp3,dj giddy .mp3,.mp3,442.2,2025-09-06 10:13,,NO
C:\Users\Admin\Desktop\RECORDINGS\DJ GIDDY 14.6,DJ GIDDY 14.6,.6,247.19,2025-06-14 11:56,,NO
C:\Users\Admin\Desktop\RECORDINGS\dj giddy 2.mp3,dj giddy 2.mp3,.mp3,21.52,2025-08-26 14:48,,NO
C:\Users\Admin\Desktop\RECORDINGS\DJ GIDDY MANDAY.mp3,DJ GIDDY MANDAY.mp3,.mp3,1.07,2025-08-11 21:45,,NO
C:\Users\Admin\Desktop\RECORDINGS\DJ GIDDY NG W.mp3,DJ GIDDY NG W.mp3,.mp3,232.7,2025-06-11 21:29,,NO
C:\Users\Admin\Desktop\RECORDINGS\dj giddy sato.mp3,dj giddy sato.mp3,.mp3,528.09,2025-05-03 14:15,,NO
C:\Users\Admin\Desktop\RECORDINGS\dj giddy st.mp3,dj giddy st.mp3,.mp3,0.92,2025-08-30 10:16,,NO
C:\Users\Admin\Desktop\RECORDINGS\DJ GIDDY TUS.mp3,DJ GIDDY TUS.mp3,.mp3,0.92,2025-08-19 15:36,,NO
C:\Users\Admin\Desktop\RECORDINGS\DJ GIDDY WCW.mp3,DJ GIDDY WCW.mp3,.mp3,23.27,2025-07-30 13:32,,NO
C:\Users\Admin\Desktop\RECORDINGS\dj giddy wensday.mp3,dj giddy wensday.mp3,.mp3,3.36,2025-08-05 19:47,,NO
C:\Users\Admin\Desktop\RECORDINGS\dj giddy.mp3,dj giddy.mp3,.mp3,1.15,2025-09-06 12:25,,NO
C:\Users\Admin\Desktop\RECORDINGS\dj giggy .mp3,dj giggy .mp3,.mp3,36.39,2025-09-01 19:30,,NO
C:\Users\Admin\Desktop\RECORDINGS\DJ NG.mp3,DJ NG.mp3,.mp3,61.8,2025-08-04 20:02,,NO
C:\Users\Admin\Desktop\RECORDINGS\DJ TAAI RL.mp3,DJ TAAI RL.mp3,.mp3,336.82,2025-08-09 16:21,,NO
C:\Users\Admin\Desktop\RECORDINGS\DJ WCW.mp3,DJ WCW.mp3,.mp3,12.59,2025-07-23 10:13,,NO
C:\Users\Admin\Desktop\RECORDINGS\ghfftgv.mp3,ghfftgv.mp3,.mp3,4.1,2025-10-22 15:50,,NO
C:\Users\Admin\Desktop\RECORDINGS\GIDY FRDAY.mp3,GIDY FRDAY.mp3,.mp3,6.87,2025-09-05 18:02,,NO
C:\Users\Admin\Desktop\RECORDINGS\HON ERICK BETT KIPCHEBOR.mp3,HON ERICK BETT KIPCHEBOR.mp3,.mp3,198.37,2025-07-22 11:50,,NO
C:\Users\Admin\Desktop\RECORDINGS\itiachgei CHEBET LESRWO.mp3,itiachgei CHEBET LESRWO.mp3,.mp3,239.84,2025-08-31 15:30,,NO
C:\Users\Admin\Desktop\RECORDINGS\KABERURET AK TAAI FM 15 JUNE 2025 BY PILOT.mp3,KABERURET AK TAAI FM 15 JUNE 2025 BY PILOT.mp3,.mp3,846.0,2025-06-15 10:30,,NO
C:\Users\Admin\Desktop\RECORDINGS\KABERURET AK TAAI FM 18 MAY 2025 BY TONUI.mp3,KABERURET AK TAAI FM 18 MAY 2025 BY TONUI.mp3,.mp3,738.32,2025-05-18 10:25,,NO
C:\Users\Admin\Desktop\RECORDINGS\KABERURET AK TAAI FM 20TH APRIL 2025 BY TONUI.mp3,KABERURET AK TAAI FM 20TH APRIL 2025 BY TONUI.mp3,.mp3,766.37,2025-04-20 10:16,,NO
C:\Users\Admin\Desktop\RECORDINGS\KABERURET AK TAAI FM 25 MAY 2025 BY TONUI.mp3,KABERURET AK TAAI FM 25 MAY 2025 BY TONUI.mp3,.mp3,695.7,2025-05-25 08:30,,NO
C:\Users\Admin\Desktop\RECORDINGS\KABERURET AK TAAI FM 27 APRIL 2025 BY TONUI.mp3,KABERURET AK TAAI FM 27 APRIL 2025 BY TONUI.mp3,.mp3,647.79,2025-04-27 09:46,,NO
C:\Users\Admin\Desktop\RECORDINGS\KABERURET AK TAAI FM 4 MAY 2025 BY TONUI.mp3,KABERURET AK TAAI FM 4 MAY 2025 BY TONUI.mp3,.mp3,639.78,2025-05-04 09:42,,NO
C:\Users\Admin\Desktop\RECORDINGS\KICHWEN 111.mp3,KICHWEN 111.mp3,.mp3,8.97,2025-05-05 19:45,,NO
C:\Users\Admin\Desktop\RECORDINGS\kikwai taai tab konyon.mp3,kikwai taai tab konyon.mp3,.mp3,57.45,2025-08-08 10:10,,NO
C:\Users\Admin\Desktop\RECORDINGS\kikwai taai tab konyon;11;9;2025.mp3,kikwai taai tab konyon;11;9;2025.mp3,.mp3,209.16,2025-09-11 18:56,,NO
C:\Users\Admin\Desktop\RECORDINGS\namchin ngweny 21 august .mp3,namchin ngweny 21 august .mp3,.mp3,375.1,2025-08-21 19:01,,NO
C:\Users\Admin\Desktop\RECORDINGS\NAMJIN NGWENY .mp3,NAMJIN NGWENY .mp3,.mp3,373.04,2025-07-09 18:35,,NO
C:\Users\Admin\Desktop\RECORDINGS\namjin ngwony .mp3,namjin ngwony .mp3,.mp3,96.82,2025-08-27 20:30,,NO
C:\Users\Admin\Desktop\RECORDINGS\namjin ngwony 10;9;2025.mp3,namjin ngwony 10;9;2025.mp3,.mp3,389.06,2025-09-10 19:02,,NO
