Path,Name,Ext,SizeMB,Modified,Hash,Suspicious
C:\Windows\System32\bcdedit.exe,bcdedit.exe,.exe,0.5,2025-10-29 07:54,,NO
C:\Windows\System32\bcdprov.dll,bcdprov.dll,.dll,0.09,2024-04-01 10:22,,NO
C:\Windows\System32\bcdsrv.dll,bcdsrv.dll,.dll,0.1,2024-04-01 10:22,,NO
C:\Windows\System32\BCP47Langs.dll,BCP47Langs.dll,.dll,0.38,2025-10-29 07:54,,NO
C:\Windows\System32\BCP47mrm.dll,BCP47mrm.dll,.dll,0.21,2025-10-29 07:54,,NO
C:\Windows\System32\bcrypt.dll,bcrypt.dll,.dll,0.17,2025-10-29 07:54,,NO
C:\Windows\System32\bcryptprimitives.dll,bcryptprimitives.dll,.dll,0.66,2025-10-29 07:54,,NO
C:\Windows\System32\bdechangepin.exe,bdechangepin.exe,.exe,0.42,2025-10-29 08:03,,NO
C:\Windows\System32\BdeHdCfg.exe,BdeHdCfg.exe,.exe,0.15,2024-04-01 11:03,,NO
C:\Windows\System32\BdeHdCfgLib.dll,BdeHdCfgLib.dll,.dll,0.12,2024-04-01 11:03,,NO
C:\Windows\System32\bderepair.dll,bderepair.dll,.dll,0.08,2025-07-22 23:38,,NO
C:\Windows\System32\bdesvc.dll,bdesvc.dll,.dll,0.6,2025-10-29 08:04,,NO
C:\Windows\System32\BdeSysprep.dll,BdeSysprep.dll,.dll,0.04,2025-06-27 11:21,,NO
C:\Windows\System32\bdeui.dll,bdeui.dll,.dll,0.06,2025-09-10 03:19,,NO
C:\Windows\System32\BdeUISrv.exe,BdeUISrv.exe,.exe,0.08,2025-10-29 08:04,,NO
C:\Windows\System32\bdeunlock.exe,bdeunlock.exe,.exe,0.27,2025-06-27 11:26,,NO
C:\Windows\System32\BFE.DLL,BFE.DLL,.dll,1.02,2025-10-29 08:01,,NO
C:\Windows\System32\bi.dll,bi.dll,.dll,0.05,2024-04-01 10:22,,NO
C:\Windows\System32\bidispl.dll,bidispl.dll,.dll,0.12,2025-10-29 08:02,,NO
C:\Windows\System32\bindfltapi.dll,bindfltapi.dll,.dll,0.22,2025-06-22 13:11,,NO
